time,sensor,PM2.5,PM10
2020-06-07 04:10:18,sds011_38CF,11.2,17.5
2020-06-07 04:11:29,sds011_38CF,10.3,17.6
2020-06-07 04:12:40,sds011_38CF,11.2,18.6
2020-06-07 04:13:52,sds011_38CF,11.5,16.7
2020-06-07 04:15:03,sds011_38CF,11.3,16.0
2020-06-07 04:16:14,sds011_38CF,10.3,15.7
2020-06-07 04:17:25,sds011_38CF,11.2,19.4
2020-06-07 04:18:37,sds011_38CF,11.0,18.4
2020-06-07 04:19:48,sds011_38CF,11.2,16.0
2020-06-07 04:20:59,sds011_38CF,10.2,15.2
2020-06-07 04:22:11,sds011_38CF,10.9,15.7
2020-06-07 04:23:22,sds011_38CF,10.9,16.4
2020-06-07 04:24:33,sds011_38CF,10.1,13.5
2020-06-07 04:25:45,sds011_38CF,10.9,16.1
2020-06-07 04:26:56,sds011_38CF,10.5,16.7
2020-06-07 04:28:07,sds011_38CF,10.3,13.7
2020-06-07 04:29:19,sds011_38CF,10.1,15.9
2020-06-07 04:30:30,sds011_38CF,10.1,16.2
2020-06-07 04:31:41,sds011_38CF,10.6,15.0
2020-06-07 04:32:53,sds011_38CF,9.6,13.6
2020-06-07 04:34:04,sds011_38CF,10.4,16.3
2020-06-07 04:35:17,sds011_38CF,9.9,13.7
2020-06-07 04:36:29,sds011_38CF,10.4,14.6
2020-06-07 04:37:40,sds011_38CF,9.8,14.5
2020-06-07 04:38:51,sds011_38CF,9.4,12.7
2020-06-07 04:39:54,sds011_38CF,9.7,13.7
2020-06-07 04:41:06,sds011_38CF,9.6,12.2
2020-06-07 04:42:17,sds011_38CF,9.7,16.2
2020-06-07 04:43:28,sds011_38CF,10.0,14.1
2020-06-07 04:44:31,sds011_38CF,9.5,12.5
2020-06-07 04:45:42,sds011_38CF,10.1,13.4
2020-06-07 04:46:53,sds011_38CF,10.0,16.2
2020-06-07 04:48:05,sds011_38CF,9.5,13.9
2020-06-07 04:49:16,sds011_38CF,10.0,16.0
2020-06-07 04:50:27,sds011_38CF,9.6,15.9
2020-06-07 04:51:39,sds011_38CF,9.4,13.5
2020-06-07 04:52:50,sds011_38CF,10.2,17.3
2020-06-07 04:54:01,sds011_38CF,9.3,13.8
2020-06-07 04:55:12,sds011_38CF,9.4,13.5
2020-06-07 04:56:24,sds011_38CF,9.4,13.7
2020-06-07 04:57:35,sds011_38CF,9.5,13.4
2020-06-07 04:58:46,sds011_38CF,9.5,13.2
2020-06-07 04:59:58,sds011_38CF,9.6,13.9
2020-06-07 05:01:09,sds011_38CF,9.6,16.0
2020-06-07 05:02:20,sds011_38CF,9.1,16.4
2020-06-07 05:03:32,sds011_38CF,9.3,14.6
2020-06-07 05:04:43,sds011_38CF,9.4,15.5
2020-06-07 05:05:54,sds011_38CF,9.2,14.8
2020-06-07 05:07:05,sds011_38CF,9.6,14.7
2020-06-07 05:08:17,sds011_38CF,9.7,14.6
2020-06-07 05:09:28,sds011_38CF,9.4,13.8
2020-06-07 05:10:39,sds011_38CF,9.3,14.6
2020-06-07 05:11:51,sds011_38CF,8.8,12.7
2020-06-07 05:13:02,sds011_38CF,9.1,14.2
2020-06-07 05:14:13,sds011_38CF,8.7,13.3
2020-06-07 05:15:25,sds011_38CF,8.9,12.3
2020-06-07 05:16:36,sds011_38CF,8.3,12.6
2020-06-07 05:17:47,sds011_38CF,9.5,14.4
2020-06-07 05:18:59,sds011_38CF,9.1,14.9
2020-06-07 05:20:10,sds011_38CF,9.3,13.6
2020-06-07 05:21:21,sds011_38CF,8.5,13.3
2020-06-07 05:22:24,sds011_38CF,9.6,14.4
2020-06-07 05:23:36,sds011_38CF,8.9,13.3
2020-06-07 05:24:47,sds011_38CF,9.6,14.9
2020-06-07 05:25:58,sds011_38CF,9.1,14.5
2020-06-07 05:27:10,sds011_38CF,9.4,12.6
2020-06-07 05:28:21,sds011_38CF,9.1,13.3
2020-06-07 05:29:32,sds011_38CF,9.7,15.4
2020-06-07 05:30:44,sds011_38CF,9.3,14.8
2020-06-07 05:31:55,sds011_38CF,8.9,12.5
2020-06-07 05:33:06,sds011_38CF,9.9,13.9
2020-06-07 05:34:18,sds011_38CF,9.7,14.7
2020-06-07 05:35:29,sds011_38CF,9.1,15.3
2020-06-07 05:36:40,sds011_38CF,9.1,13.5
2020-06-07 05:37:52,sds011_38CF,8.9,14.4
2020-06-07 05:39:03,sds011_38CF,9.3,14.4
2020-06-07 05:40:14,sds011_38CF,8.8,13.6
2020-06-07 05:41:26,sds011_38CF,9.1,14.5
2020-06-07 05:42:37,sds011_38CF,9.0,14.1
2020-06-07 05:43:48,sds011_38CF,9.4,15.8
2020-06-07 05:44:59,sds011_38CF,8.5,13.0
2020-06-07 05:46:11,sds011_38CF,8.5,13.4
2020-06-07 05:47:22,sds011_38CF,8.9,13.4
2020-06-07 05:48:33,sds011_38CF,9.5,15.6
2020-06-07 05:49:45,sds011_38CF,9.7,17.6
2020-06-07 05:50:56,sds011_38CF,9.2,14.7
2020-06-07 05:52:08,sds011_38CF,9.3,14.0
2020-06-07 05:53:19,sds011_38CF,9.4,14.1
2020-06-07 05:54:44,sds011_38CF,9.6,16.6
2020-06-07 05:55:48,sds011_38CF,9.3,15.9
2020-06-07 05:56:59,sds011_38CF,9.5,15.5
2020-06-07 05:58:10,sds011_38CF,9.2,16.5
2020-06-07 05:59:22,sds011_38CF,9.5,16.7
2020-06-07 06:00:33,sds011_38CF,9.3,15.1
2020-06-07 06:01:44,sds011_38CF,8.9,12.1
2020-06-07 06:02:56,sds011_38CF,9.1,15.7
2020-06-07 06:04:07,sds011_38CF,9.0,15.4
2020-06-07 06:05:18,sds011_38CF,9.4,18.2
2020-06-07 06:06:30,sds011_38CF,9.3,17.1
2020-06-07 06:07:41,sds011_38CF,9.5,16.7
2020-06-07 06:08:53,sds011_38CF,9.2,17.7
2020-06-07 06:10:18,sds011_38CF,10.1,15.6
2020-06-07 06:11:29,sds011_38CF,11.2,18.1
2020-06-07 06:12:41,sds011_38CF,10.1,15.4
2020-06-07 06:13:52,sds011_38CF,11.5,22.7
2020-06-07 06:15:03,sds011_38CF,10.9,18.6
2020-06-07 06:16:15,sds011_38CF,11.1,17.1
2020-06-07 06:17:26,sds011_38CF,10.9,19.1
2020-06-07 06:18:37,sds011_38CF,10.8,15.7
2020-06-07 06:19:49,sds011_38CF,11.4,22.7
2020-06-07 06:21:00,sds011_38CF,11.7,18.6
2020-06-07 06:22:11,sds011_38CF,11.0,18.9
2020-06-07 06:23:23,sds011_38CF,11.4,18.0
2020-06-07 06:24:34,sds011_38CF,10.8,18.2
2020-06-07 06:25:46,sds011_38CF,11.1,18.8
2020-06-07 06:26:57,sds011_38CF,11.3,18.7
2020-06-07 06:28:08,sds011_38CF,11.4,21.2
2020-06-07 06:29:20,sds011_38CF,11.1,21.7
2020-06-07 06:30:31,sds011_38CF,11.5,23.9
2020-06-07 06:31:34,sds011_38CF,10.9,22.6
2020-06-07 06:32:46,sds011_38CF,10.9,21.1
2020-06-07 06:33:57,sds011_38CF,12.3,22.3
2020-06-07 06:35:08,sds011_38CF,12.0,23.1
2020-06-07 06:36:20,sds011_38CF,11.8,19.5
2020-06-07 06:37:31,sds011_38CF,11.1,18.8
2020-06-07 06:38:34,sds011_38CF,11.3,20.0
2020-06-07 06:39:46,sds011_38CF,10.6,19.6
2020-06-07 06:40:59,sds011_38CF,10.9,17.6
2020-06-07 06:42:10,sds011_38CF,10.8,17.6
2020-06-07 06:43:22,sds011_38CF,10.7,20.4
2020-06-07 06:44:33,sds011_38CF,10.8,20.4
2020-06-07 06:45:36,sds011_38CF,11.4,19.7
2020-06-07 06:46:48,sds011_38CF,11.9,19.8
2020-06-07 06:47:59,sds011_38CF,11.7,23.6
2020-06-07 06:49:10,sds011_38CF,11.2,22.0
